221,19782,255113861
222,243,255114104
223,32768,255146872
224,1,255146873
225,1024,255147897
226,1024,255148921
227,39366,255188287
228,18966,255207253
229,972405,256179658
230,1024,256180682
231,7203,256187885
232,3125,256191010
233,1024,256192034
234,23068672,572551028
235,31680,307257032
236,384160,307641192
237,243,307641435
238,1024,307642459
239,1024,307643483
240,5184,307648667
241,43923,307692590
242,243,307692833
243,1,307692834
244,42729923,1301187364
245,512,361536946
246,362,361537308
247,1,361537309
248,1,361537310
249,578304,362115614
250,11190,362126804
251,218528,362345332
252,7810,362353142
253,3003,362356145
254,153664,362509809
255,81,362509890
256,16,362509906
257,32,362509938
258,32,362509970
259,689391,363199361
260,39320,363238681
261,162,363238843
262,2500,363241343
263,3125,363244468
264,496152,363740620
265,0,0
266,14583630,663968469
267,143144461,2101352159
268,32,549480236
269,162,549480398
270,243,549480641
271,32,549480673
272,1683,549482356
273,34827258,1924203932
274,16,572551044
275,9604,572560648
276,241,572560889
277,32,572560921
278,843,572561764
279,81,572561845
280,32,572561877
281,3777264,667745733
282,512,649362389
283,32,649362421
284,1,649362422
285,7776,649370198
286,14641,649384839
287,7981100,851334066
288,18947878,1184180113
289,3888,667749621
290,768,667750389
291,107840,667858229
292,243,667858472
293,19683,667878155
294,268926,668147081
295,100000,668247081
296,210007,668457088
297,163359,668620447
298,1928975,670549422
299,182986,670732408
300,1084,670733492
301,83656,670817148
302,14680701,945314703
303,0,0
304,33223051,930634002
305,243,897237708
306,2601,897240309
307,111174,897351483
308,16,897351499
309,59452,897410951
310,613608160,7040602928
311,0,0
312,5184,945319887
313,1,945319888
314,768,945320656
315,243,945320899
316,0,0
317,162,981687147
318,683,981687830
319,397312,982085142
320,1875,982087017
321,5184,982092201
322,16,982092217
323,147396,982239613
324,768,982240381
325,32,982240413
326,14003630,1163433725
327,32,1149244235
328,81,1149244316
329,1,1149244317
330,243,1149244560
331,243,1149244803
332,5184,1149249987
333,1,1149249988
334,1024,1149251012
335,172694,1149423706
336,1476,1149425182
337,4913,1149430095
338,192382159,2976367845
339,16,1163433741
340,124416,1163558157
341,60000,1163618157
342,169566,1163787723
343,1443663,1165231386
344,81,1165231467
345,768,1165232235
346,768462722,10739734722
347,512,1184180625
348,91958597,2774678680
349,5184,1258457441
350,675392,1301863743
351,987,1301188351
352,192080,1302055824
353,1,1301863744
354,5521614,1542496536
355,20472,1302076296
356,98644,1302174940
357,91920768,2447289460
358,81,1435125133
359,39366,1536737935
360,1,1536696694
361,1875,1536698569
362,25713422,1954493906
363,1024,1536738959
364,235963,1536974922
365,417064439,4796781312
366,32,1542496568
367,1,1542496569
368,392544629,8243563606
369,1,1889127842
370,248832,1889376674
371,64514183,2354282868
372,1024,1924204956
373,7776,1924212732
374,4567752,1928780484
375,682515744,7723119877
376,1,1954493907
377,512,1954494419
378,1600000,1956094419
379,162,1956094581
380,59049,1956153630
381,1,1956153631
382,8442,1956162073
383,7356,1956169429
384,1024,1956170453
385,150681,1956321134
386,32,1956321166
387,2500,1956323666
388,1259712,1957583378
389,100000,1957683378
390,32,1957683410
391,524288,1958207698
392,2333772,2103685931
393,50460380,2499488086
394,1,2103685932
395,9803232,2286787879
396,11572,2276955364
397,1,2276955365
398,29282,2276984647
399,0,0
400,32,2286787911
401,99552,2286887463
402,243,2286887706
403,3363,2286891069
404,381256,2287272325
405,162,2287272487
406,2500,2287274987
407,32,2287275019
408,2139291,2289414310
409,354375,2289768685
410,883324,2355166192
411,202500,2355368692
412,12150000,2511749286
413,503889,2447794112
414,763,2447290223
415,14147695,2525896981
416,512,2447794624
417,16384,2447811008
418,32,2447811040
419,1216666,2449027706
420,944784,2528380690
421,2500,2499490586
422,243,2499490829
423,2592,2499493421
424,39366,2499532787
425,55807,2499588594
426,32,2499588626
427,1024,2499589650
428,9604,2499599254
429,32,2499599286
430,87271382,3085239654
431,61439417,2668127215
432,32,2525897013
433,40000,2525937013
434,236640,2526173653
435,199072,2526372725
436,32,2526372757
437,996704,2527369461
438,1,2527369462
439,2592,2527372054
440,19683,2527391737
441,44136,2527435873
442,1,2527435874
443,32,2527435906
444,28511875,2591509986
445,512,2528381202
446,2500,2528383702
447,31916048,2560299750
448,2698329,2562998079
449,32,2562998111
450,0,0
451,14898740,2606408726
452,1,2606408727
453,81,2606408808
454,21941,2606430749
455,257049,2606687798
456,1475148,2669602363
457,550704,2670153099
458,32,2669602395
459,12079712,2682719009
460,24576,2670177675
461,32,2670177707
462,16,2670177723
463,461412,2670639135
464,162,2670639297
465,12168406,2989538503
466,1,2682719010
467,16,2682719026
468,32,2682719058
469,1024,2682720082
470,1,2682720083
471,2855805,2777844346
472,7776,2774686456
473,110832,2774797288
474,512,2774797800
475,1,2774797801
476,32,2774797833
477,190708,2774988541
478,1048576,2778893434
479,512,2777844858
480,4958986,2783852453
481,32,2778893466
482,1,2778893467
483,0,0
484,133233,2783985686
485,203974368,11384202879
486,1002252,2977370097
487,7971615,2997802681
488,162,2989538665
489,2500,2989541165
490,83241,2989624406
491,33297,2989657703
492,1,2989657704
493,172849,2989830553
494,1,2989830554
495,512,2989831066
496,0,0
497,161051,2997963732
498,4540,2997968272
499,34818899,3891582063
500,3384,3085243038
501,3200000,3088443038
502,512,3088443550
503,7588,3088451138
504,162,3088451300
505,1,3088451301
506,501126,3088952427
507,25399148,3919903785
508,1024,3853081896
509,115992,3853197888
510,243,3853198131
511,16384,3853214515
512,158348,3853372863
513,1,3853372864
514,243,3853373107
515,1227,3853374334
516,986,3853375320
517,16,3853375336
518,5184,3853380520
519,124416,3853504936
520,243,3853505179
521,42872,3853548051
522,1,3853548052
523,1760574,3855308626
524,32,3855308658
525,256,3855308914
526,1454250,3856763164
527,2895978,3894494489
528,16384,3891598447
529,32,3891598479
530,32,3891598511
531,0,0
532,512,3894495001
533,32,3894495033
534,9604,3894504637
535,0,0
536,512,3919904297
537,162,3919904459
538,5184,3919909643
539,1,3919909644
540,625,3919910269
541,103194,3920013463
542,32,3920013495
543,32,3920013527
544,32,3920013559
545,9219840,3929233399
546,1280000,3930513399
547,1,3930513400
548,32,3930513432
549,92063650,4889837143
550,32,4379716104
551,768,4379716872
552,1,4379716873
553,1861535713,16521336801
554,1024,4796782336
555,1,4796782337
556,73072,4796855409
557,1024,4796856433
558,1962,4796858395
559,124416,4796982811
560,243,4796983054
561,222607,4797205661
562,243,4797205904
563,187224,4797393128
564,1024,4797394152
565,219,4797394371
566,7203,4797401574
567,243,4797401817
568,12564,4797414381
569,349477,4797763858
570,9123,4797772981
571,512,4797773493
572,22638380,4923951292
573,1,4889837144
574,768,4889837912
575,11475000,4901312912
576,49477696,4973448788
577,32,4923951324
578,16384,4923967708
579,3384,4923971092
580,1005095662,13295046223
581,2331814,4975780602
582,32,4975780634
583,768,4975781402
584,28672,4975810074
585,1250,4975811324
586,32,4975811356
587,3125,4975814481
588,16,4975814497
589,243,4975814740
590,263829,4976078569
591,32,4976078601
592,1875,4976080476
593,243,4976080719
594,375762,4976456481
595,162,4976456643
596,768,4976457411
597,1,4976457412
598,32,4976457444
599,1175145728,14470195158
600,32,5742411756
601,839808,5743251564
602,16539,5743268103
603,2815360,5746083463
604,13328094,6412493600
605,444360,6396409637
606,1836412,6398246049
607,41204,6398287253
608,2500,6398289753
609,39366,6398329119
610,1,6398329120
611,1,6398329121
612,1024,6398330145
613,512,6398330657
614,2592,6398333249
615,243,6398333492
616,16,6398333508
617,815616,6399149124
618,7776,6399156900
619,1024,6399157924
620,243,6399158167
621,32,6399158199
622,7274,6399165473
623,32,6399165505
624,1,6399165506
625,0,0
626,2652360,6415145960
627,506250,6415652210
628,512,6415652722
629,1,6415652723
630,1,6415652724
631,8605184,6424257908
632,8403,6424266311
633,131200,6424397511
634,1024,6424398535
635,32,6424398567
636,2596039,6426994606
637,162,6426994768
638,9393042,7737276817
639,450,7040603378
640,243,7040603621
641,512,7040604133
642,820776,7723941839
643,162,7723120039
644,1024,7723121063
645,1920000,7725862351
646,512,7723942351
647,1828224,7727883774
648,1024,7725863375
649,23184,7725886559
650,16384,7725902943
651,3853,7725906796
652,60000,7725966796
653,1,7725966797
654,1,7725966798
655,87728,7726054526
656,1024,7726055550
657,5044272,7748156039
658,1,7727883775
659,5768438,7743111767
660,12970,7737289787
661,768,7737290555
662,52774,7737343329
663,9720000,7762388132
664,19009568,7781478258
665,307,7748156346
666,768,7748157114
667,7776,7748164890
668,4096,7748168986
669,16,7748169002
670,1024,7748170026
671,1,7748170027
672,4497972,7752667999
673,69,7752668068
674,32,7752668100
675,32,7752668132
676,10303776,7793155867
677,1,7762388133
678,50000,7762438133
679,162,7762438295
680,1984,7762440279
681,17892,7762458171
682,2500,7762460671
683,7776,7762468447
684,243,7762468690
685,287003828,9904848715
686,243,7781478501
687,240367,7781718868
688,32,7781718900
689,3888,7781722788
690,342732,7782065520
691,580659,7782646179
692,16,7782646195
693,528,7782646723
694,32,7782646755
695,186624,7782833379
696,18680,7782852059
697,32,7782852091
698,172836,7793328865
699,162,7793156029
700,1259712,7794635169
701,32768,7793361633
702,13824,7793375457
703,12549047,7810050524
704,5184,7794640353
705,162,7794640515
706,7588,7794648103
707,32805,7794680908
708,9416,7794690324
709,2811072,7797501396
710,32,7797501428
711,32,7797501460
712,1,7797501461
713,16,7797501477
714,24598156,7841741140
715,202500,7810253024
716,162,7810253186
717,768,7810253954
718,16,7810253970
719,243,7810254213
720,7776,7810261989
721,3515625,7813777614
722,14406,7813792020
723,32,7813792052
724,2500,7813794552
725,3348432,7817142984
726,2173484,7846918500
727,66667,7841807807
728,71044,7841878851
729,16,7841878867
730,1250,7841880117
731,10097,7841890214
732,32,7841890246
733,5184,7841895430
734,1808170,7843703600
735,1037527,7844741127
736,3888,7844745015
737,1,7844745016
738,3972480,7850890980
739,89821184,9617836580
740,32768,7850923748
741,1,7850923749
742,91276,7851015025
743,3888,7851018913
744,32,7851018945
745,32,7851018977
746,934635,8244884178
747,1,8243563607
748,512,8243564119
749,260496,8243824615
750,512,8243825127
751,124416,8243949543
752,341491,8245420124
753,2592,8244886770
754,136582,8245023352
755,19683,8245043035
756,162,8245043197
757,35193,8245078390
758,243,8245078633
759,52252,8245473050
760,162,8245420286
761,512,8245420798
762,171366,8245644448
763,32,8245473082
764,56320000,9968142422
765,28869,8245673317
766,243,8245673560
767,32,8245673592
768,68583,8245742175
769,524288,8246266463
770,1,8246266464
771,1233703680,30565354818
772,39366,9220696205
773,1,9220696206
774,1259712,9221955918
775,2523,9221958441
776,685234341,12117823308
777,102487,9524714533
778,3436,9524717969
779,2500,9524720469
780,3294927,9528015396
781,435188053,11174923400
782,8064,9617844644
783,243,9617844887
784,10272278170,29316361292
785,162,9904848877
786,1,9904848878
787,16,9904848894
788,1024,9904849918
789,9604,9904859522
790,775169,9905634691
791,32,9905634723
792,1,9905634724
793,243,9905634967
794,6187455,9911822422
795,2475410665,33865817672
796,162,9968142584
797,804446,9968947030
798,1,9968947031
799,32,9968947063
800,207688,9969154751
801,2105484,9971260235
802,7776,9971268011
803,1,9971268012
804,3988,9971272000
805,1018515434,17600686386
806,625,10739735347
807,0,0
808,50449,11174973849
809,162,11174974011
810,10518,11174984529
811,1101213,11176085742
812,96156,11176181898
813,3888,11176185786
814,32,11176185818
815,4042693,11180228511
816,0,0
817,2500,11384205379
818,162,11384205541
819,5468750,11389674291
820,4802,11389679093
821,5184,11389684277
822,5037931,11394722208
823,66375,11394788583
824,512,11394789095
825,8942,11394798037
826,98668,11394896705
827,243,11394896948
828,37691776,11432588724
829,243,11432588967
830,169150325,12289950561
831,2443750,12120267058
832,32,12120267090
833,2592,12120269682
834,3904,12120273586
835,520106,12120793692
836,32,12120793724
837,32,12120793756
838,6480,12120800236
839,154423168,14627175578
840,0,0
841,32,13295046255
842,32,13295046287
843,32,13295046319
844,3111,13295049430
845,0,0
846,3125,14470198283
847,56276,14470254559
848,32,14470254591
849,8187,14470262778
850,2230685,14472493463
851,1,14472493464
852,16384,14472509848
853,5539,14472515387
854,237023,14472752410
855,2448832986,45158466312
856,243,14627175821
857,32599276,14659775097
858,16384,14659791481
859,9606,14659801087
860,1,14659801088
861,8058960,16529395762
862,1,16521336802
863,5478342,16534874104
864,178137603,19040172973
865,1024,16534875128
866,1197476,16536072604
867,10520064,16546592668
868,32768,16546625436
869,1,16546625437
870,1289,16546626726
871,189600,16546816326
872,60199,16546876525
873,243,16546876768
874,7776,16546884544
875,32,16546884576
876,19630,16546904206
877,3748096,16550652302
878,24576,16550676878
879,81,16550676959
880,24576,16550701535
881,171,16550701706
882,1024,16550702730
883,5184,16550707914
884,1024,16550708938
885,59049,16550767987
886,243,16550768230
887,19326,16550787556
888,30045015,16580832571
889,165888,16580998459
890,1172493,16582170952
891,2551820148,47710286460
892,28672,17600715058
893,1,17600715059
894,1,17600715060
895,165888,17600880948
896,67110,17600948058
897,32,17600948090
898,44645852,17645593942
899,5184,17645599126
900,139799331,18826964734
901,59049,18668160008
902,1,18668160009
903,11254626,18679414635
904,32,18679414667
905,942,18679415609
906,86329,18679501938
907,768,18679502706
908,768,18679503474
909,3888,18679507362
910,32,18679507394
911,162,18679507556
912,2592,18679510148
913,781926,18680292074
914,13557,18680305631
915,32,18680305663
916,256,18680305919
917,1,18680305920
918,7776,18680313696
919,32,18680313728
920,369006,18680682734
921,768,18680683502
922,5184,18680688686
923,3590243,18684278929
924,2886474,18687165403
925,0,0
926,1174424,18828139158
927,8562,18828147720
928,2021504,18830169224
929,217080,18830386304
930,1,18830386305
931,1600000,18831986305
932,3888,18831990193
933,162,18831990355
934,30045015,18862035370
935,0,0
936,24576,19040197549
937,268912,19040466461
938,17484,19040483945
939,5184,19040489129
940,1,19040489130
941,32,19040489162
942,464243,19040953405
943,2500,19040955905
944,81,19040955986
945,32,19040956018
946,1250,19040957268
947,3125692,19044082960
948,162,19044083122
949,2755620000,42709633326
950,162,29316361454
951,190454,29316551908
952,32,29316551940
953,243,29316552183
954,14636564,29331188747
955,1,29331188748
956,337974,29331526722
957,124416,29331651138
958,71940279,30751571785
959,2500,30565357318
960,162,30565357480
961,162,30565357642
962,32,30565357674
963,3888,30565361562
964,32,30565361594
965,45173942,30610535536
966,243,30610535779
967,74382,30610610161
968,17657707,30628267868
969,264604,30628532472
970,243,30628532715
971,32,30628532747
972,124416,30628657163
973,3888,30628661051
974,616,30628661667
975,43544215,30672205882
976,7425624,30679631506
977,865952195,34731769867
978,41475,30751613260
979,70085442,30821698702
980,32,30821698734
981,1731,30821700465
982,60943,30821761408
983,243,30821761651
984,5303,30821766954
985,37404,30821804358
986,1468335,30823272693
987,32,30823272725
988,1,30823272726
989,396,30823273122
990,2500,30823275622
991,14763,30823290385
992,566905161,31390195546
993,80000,31390275546
994,35553,31390311099
995,9604,31390320703
996,32,31390320735
997,32,31390320767
998,86240,31390407007
999,1387238679,49097525139
